id,u,g,r,i,z,run,rerun,camcol,field
7311,19.01559,17.80189,17.18863,16.85381,16.61382,752,301,1,384
7312,19.0327,17.12106,16.23183,15.82109,15.48995,4674,301,5,51
7313,18.86969,18.50098,18.22389,18.17387,18.20252,4294,301,1,154
7314,18.72449,17.70399,17.52499,17.54637,17.43031,6004,301,2,110
7315,19.01261,16.95951,15.90364,15.45859,15.08751,3893,301,2,404
7316,17.80673,16.87101,16.58053,16.47009,16.45326,4858,301,3,447
7317,19.29422,17.57471,16.58471,16.09588,15.75488,3628,301,1,105
7318,19.14429,17.3665,16.51132,16.11296,15.78587,3462,301,4,143
7319,18.30876,16.42002,15.56832,15.17145,14.89035,2826,301,1,289
7320,18.47438,18.30871,18.44772,18.59323,18.42763,3225,301,4,111
7321,18.70611,17.418,16.72017,16.34423,16.10818,5071,301,2,468
7322,17.84795,16.89765,16.48173,16.3319,16.23971,3478,301,3,188
7323,19.37144,17.29479,16.22865,15.78249,15.38352,5194,301,2,702
7324,19.34545,18.31579,17.92593,17.79097,17.73781,5045,301,6,86
7325,19.26213,18.09668,17.71683,17.43867,17.33773,3705,301,2,25
7326,19.18927,18.72771,18.73288,18.6538,18.61992,5137,301,5,209
7327,17.84423,16.10834,15.32447,14.94434,14.64172,752,301,2,284
7328,19.0135,17.39721,16.65529,16.27455,15.96754,5194,301,4,748
7329,19.5313,17.69617,16.83563,16.39181,16.06452,2964,301,6,337
7330,18.45845,17.04647,16.51539,16.33655,16.23067,2243,301,5,286
7331,19.20162,18.15999,17.65142,17.32986,17.18917,2379,301,5,173
7332,18.57582,16.98101,16.14497,15.71849,15.38882,3919,301,2,59
7333,18.94592,18.08787,17.67694,17.41399,17.33182,5323,301,4,115
7334,16.17049,15.02042,14.70519,14.59464,14.57096,6585,301,1,133
7335,18.63165,16.70059,15.80478,15.37004,15.08012,7908,301,1,15
7336,18.48044,17.26861,16.75531,16.48194,16.29815,2826,301,2,266
7337,15.38397,14.17257,14.12368,14.15893,14.24642,5182,301,2,18
7338,19.30294,18.28803,17.58185,17.22415,17.06286,3647,301,4,129
7339,18.94486,18.0291,17.59971,17.28725,17.12618,4263,301,1,193
7340,18.62284,16.78053,15.83516,15.36846,15.00111,3836,301,3,316
7341,15.94766,15.16632,14.79979,14.63689,14.43124,2243,301,4,310
7342,19.03888,17.63503,16.9373,16.55291,16.34408,4576,301,2,197
7343,18.95496,17.11721,16.27235,15.86905,15.55152,2248,301,4,129
7344,18.80342,17.88454,17.55423,17.43054,17.3708,4576,301,2,208
7345,17.4468,16.59573,16.32895,16.21076,16.20364,2243,301,5,280
7346,17.87541,16.53968,16.00409,15.80071,15.70522,5934,301,2,113
7347,18.66332,17.59731,17.24283,17.07674,17.0436,1666,301,2,169
7348,19.25322,18.12912,17.47308,17.05354,17.06129,4294,301,5,202
7349,18.48163,16.84003,15.98376,15.52622,15.25647,1904,301,5,187
7350,19.44932,18.04292,17.41866,17.00611,16.76399,756,301,1,266
7351,15.77383,13.85718,12.96785,12.49141,12.17079,4517,301,3,35
7352,17.48744,15.74037,14.99413,14.68216,14.50258,4851,301,5,36
7353,18.75835,18.57446,18.38512,18.23563,18.22468,4649,301,2,429
7354,18.13592,16.78559,16.25795,16.05023,15.90989,211,301,4,357
7355,19.09986,17.0699,16.35136,15.89564,15.59199,3900,301,2,333
7356,17.65898,16.40428,15.98124,15.75351,15.62809,3698,301,3,57
7357,19.09404,16.85867,15.70845,15.21257,14.80151,4294,301,3,162
7358,17.86107,16.12572,15.31817,14.92968,14.62512,3647,301,3,19
7359,19.16056,18.86277,18.55366,18.24687,18.02964,3647,301,2,154
7360,19.14811,17.61337,16.77519,16.3461,16.04956,3893,301,3,148
7361,18.92546,18.74232,18.47458,18.50748,18.63688,2821,301,1,189
7362,19.5481,19.34572,19.06902,19.08941,19.15995,756,301,1,659
7363,19.03406,18.13788,17.87123,17.7651,17.73442,7713,301,1,227
7364,19.0841,18.85065,18.50355,18.56143,18.51459,1729,301,1,91
7365,19.1069,18.16863,17.86393,17.75517,17.77049,4204,301,3,164
7366,19.47086,17.97891,17.13401,16.69972,16.39409,3813,301,4,148
7367,19.46963,17.0858,16.09237,15.75584,15.56087,5656,301,6,60
7368,19.10798,17.84321,17.15561,16.76102,16.51345,1478,301,4,102
7369,19.19712,17.67574,16.9505,16.58173,16.34619,2986,301,6,66
7370,17.97833,17.89265,18.05959,18.17827,18.4006,752,301,2,677
7371,18.05266,16.94281,16.47598,16.16385,16.00817,5326,301,3,64
7372,19.48067,18.04994,17.10954,16.65279,16.35032,3958,301,3,71
7373,18.75657,17.67988,17.24564,17.03932,16.96343,4649,301,6,65
7374,18.99311,18.83054,18.74752,18.61275,18.36547,7713,301,6,327
7375,19.56094,17.66842,16.7335,16.30825,15.97022,2299,301,3,278
7376,18.33968,16.1165,15.19762,14.8378,14.64015,2961,301,3,73
7377,19.4859,18.57623,18.30227,18.20922,18.19652,3031,301,1,470
7378,19.24812,17.96948,17.4181,17.08682,16.87776,3712,301,4,159
7379,18.83736,16.85883,16.00352,15.60397,15.30842,3698,301,6,139
7380,17.45719,16.47912,16.24709,16.14427,16.10447,4188,301,5,52
7381,19.17238,17.14194,16.25845,15.81929,15.4985,8105,301,4,117
7382,19.18815,17.99438,17.49128,17.158,16.96882,7908,301,1,155
7383,18.22508,17.17658,16.81602,16.68409,16.63126,7713,301,1,51
7384,18.92247,17.62021,17.02094,16.71748,16.48782,5326,301,3,74
7385,18.57089,17.1223,16.45217,16.06604,15.76217,3031,301,3,176
7386,19.10964,18.03645,17.65813,17.36147,17.22987,2887,301,3,207
7387,16.61704,15.50472,15.13548,15.00752,15.00838,4263,301,2,180
7388,19.37078,17.72065,16.77003,16.31177,15.9562,5935,301,3,121
7389,19.04704,18.6003,18.24528,18.06635,18.26562,4264,301,4,109
7390,17.20944,15.77946,15.27353,15.13456,15.10865,3225,301,3,62
7391,18.86918,17.99804,17.69745,17.60419,17.5161,6161,301,3,128
7392,19.20107,18.01863,17.43665,17.08764,16.91581,4576,301,4,422
7393,19.27534,17.48353,16.58127,16.1371,15.76833,1740,301,2,147
7394,19.32071,17.4427,16.46397,16.02572,15.69911,3704,301,3,155
7395,18.64175,17.37877,17.42597,17.47072,17.51981,4576,301,1,570
7396,16.01898,14.98885,14.60389,14.4483,14.39431,3705,301,3,371
7397,18.11399,16.29152,15.43808,15.04973,14.72344,2248,301,4,93
7398,19.28505,17.49607,16.58887,16.14633,15.85648,4294,301,1,106
7399,16.33073,15.1962,14.90332,14.81803,14.8133,6585,301,1,176
7400,16.88745,15.8176,15.45764,15.30826,15.25156,3926,301,5,193
7401,19.01773,17.68908,17.09352,16.79913,16.57608,4649,301,3,316
7402,19.5428,17.63841,16.69438,16.25107,15.91572,2986,301,5,206
7403,19.0799,17.52466,16.79075,16.41827,16.10853,5312,301,1,130
7404,17.82332,16.53191,16.05464,15.84601,15.78045,5060,301,2,138
7405,19.18012,17.92735,17.01315,16.58371,16.3077,2243,301,5,190
7406,19.44529,17.32362,16.32742,15.88498,15.53188,1231,301,2,214
7407,19.18605,17.89074,17.37263,17.017,16.78585,4294,301,3,159
7408,19.09448,18.29489,17.97371,17.83798,17.81138,7178,301,3,48
7409,19.099,17.72509,16.80697,16.39093,16.10259,4674,301,2,39
7410,18.85747,17.77712,17.31492,17.00061,16.85996,4294,301,6,190
7411,18.80693,17.65335,17.16862,16.8662,16.7059,3705,301,2,74
7412,18.02251,17.08115,16.68893,16.51289,16.48342,5323,301,3,28
7413,17.79846,16.26946,15.74016,15.57321,15.50371,5327,301,3,81
7414,19.0349,18.15196,17.90678,17.80419,17.77905,4682,301,2,272
7415,18.81991,16.93475,16.07528,15.65358,15.32571,3698,301,2,157
7416,19.57484,19.56849,19.34308,19.23646,19.2844,2076,301,4,77
7417,18.97849,18.72428,18.31542,18.30027,18.39064,5061,301,1,369
7418,19.08922,18.0915,17.73005,17.57899,17.52155,7717,301,4,108
7419,18.80837,17.85517,17.57446,17.47105,17.43214,4679,301,6,193
7420,18.59241,16.64381,15.71758,15.30422,14.96109,3958,301,4,52
7421,18.63158,17.24484,16.52073,16.11665,15.79858,4576,301,1,608
7422,19.19153,18.98769,18.82585,18.67618,18.49051,5972,301,1,104
7423,19.01422,17.19226,16.30866,15.87231,15.52497,3893,301,1,202
7424,19.37866,18.05209,17.33615,16.86843,16.49864,2391,301,2,134
7425,19.44195,18.07611,17.37401,17.00476,16.76617,3606,301,4,60
7426,19.29599,18.09682,17.71839,17.49867,17.32134,5312,301,2,131
7427,19.41144,18.05882,17.40501,16.99036,16.70354,5326,301,2,127
7428,17.97109,16.7812,16.33732,16.07993,15.94425,4552,301,6,41
7429,18.6954,17.75593,17.48134,17.38377,17.35047,3804,301,4,141
7430,17.17348,15.85153,15.36787,15.17302,15.09068,6366,301,5,99
7431,18.66736,17.52523,17.02826,16.76056,16.55322,2391,301,2,76
7432,17.76659,16.28507,15.51514,15.08536,14.77728,7908,301,6,74
7433,19.54131,18.2828,17.80863,17.45274,17.18605,4576,301,3,196
7434,17.2525,16.00832,15.55522,15.27699,15.0379,6004,301,3,255
7435,17.7468,15.72427,14.66613,13.92632,13.41301,5330,301,5,81
7436,14.5199,11.23068,10.87486,10.76372,11.27161,3650,301,4,112
7437,17.06404,15.28602,14.47147,14.09682,13.8077,3705,301,5,209
7438,19.11111,17.64791,16.69833,16.26563,15.97487,2125,301,2,254
7439,19.02117,17.74864,17.27815,17.09774,17.00685,4263,301,2,30
7440,18.73516,17.17043,16.57017,16.33354,16.22397,6585,301,6,101
7441,18.59517,17.60766,17.06828,16.73618,16.56688,4674,301,2,104
7442,19.56639,17.53208,16.39452,15.93825,15.57209,2830,301,1,210
7443,18.20224,16.75141,16.20685,16.03318,15.94808,5656,301,6,151
7444,19.23656,17.8405,17.26676,17.06146,16.96428,1739,301,3,132
7445,,,,,,5071,301,2,89
7446,18.6408,16.60621,15.67446,15.24715,14.91588,3705,301,1,353
7447,18.94707,18.02514,17.74228,17.6317,17.57162,5326,301,6,77
7448,19.17658,18.21465,17.99415,17.92278,17.92682,3225,301,5,287
7449,19.46159,19.17997,18.99843,18.78791,18.6975,5194,301,3,656
7450,19.58142,18.24517,17.40879,16.98983,16.67229,3893,301,2,375
7451,19.49096,19.19771,19.05831,18.77304,18.7373,3918,301,6,75
7452,18.72752,17.0404,16.05794,15.58988,15.20252,752,301,2,674
7453,18.99143,17.99114,17.62178,17.45308,17.41597,3716,301,2,92
7454,16.34541,14.4279,13.58972,13.25427,12.97191,2247,301,5,64
7455,18.70944,17.86673,17.57322,17.2986,17.2143,4518,301,1,123
7456,17.59871,16.20935,15.65198,15.42978,15.32259,3900,301,3,193
7457,16.17062,14.51199,13.7207,13.31067,13.03293,4674,301,5,226
7458,19.21468,17.99054,17.39032,17.04195,16.82684,3705,301,3,312
7459,19.10298,17.74231,17.15762,16.84591,16.66139,4570,301,2,45
7460,17.85184,16.63353,16.48822,16.38518,16.39893,3600,301,2,29
7461,18.19738,17.27541,17.02636,16.9546,16.93395,4649,301,5,89
7462,19.44911,19.27234,19.16984,19.0589,19.28059,1740,301,1,98
7463,16.37961,14.74548,13.92268,13.42146,13.0178,4381,301,5,244
7464,17.97116,16.28851,15.57453,15.25698,15.08897,3958,301,3,101
7465,18.21688,16.67824,16.03547,15.8278,15.63195,3971,301,1,166
7466,18.54858,17.25133,16.59525,16.23421,16.02077,1140,301,6,127
7467,17.78249,16.65943,16.27804,16.16667,16.12237,2826,301,3,193
7468,,,,,,2777,301,5,227
7469,18.53522,17.27804,16.84381,16.69232,16.62156,3187,301,4,36
7470,18.67917,18.48472,18.20508,18.16885,18.31256,1458,301,5,723
7471,17.51244,16.44527,16.05011,15.83224,15.66325,5314,301,3,287
7472,17.7843,16.9064,16.68144,16.58784,16.57991,3225,301,6,142
7473,18.76845,18.50505,18.22629,17.961,17.88161,4264,301,5,218
7474,19.27955,17.98637,17.5247,17.3389,17.26032,5327,301,1,77
7475,19.30411,18.17402,17.47079,17.086,16.86515,4649,301,5,258
7476,18.71988,16.81665,15.88882,15.44478,15.12264,2986,301,5,315
7477,19.07393,18.04108,17.65855,17.49618,17.45007,1302,301,4,358
7478,19.45546,18.19719,17.7712,17.5973,17.52037,4335,301,1,193
7479,19.02747,18.07379,17.63384,17.42953,17.20661,4576,301,6,627
7480,18.65632,16.84994,16.15994,15.94039,15.85751,7942,301,4,33
7481,17.78331,15.88438,14.9742,14.54181,14.22011,1231,301,2,76
7482,19.18467,18.02506,18.01579,18.06024,18.05223,3705,301,1,385
7483,17.99691,16.29852,15.61806,15.28161,15.07729,3964,301,6,118
7484,17.94241,17.00234,16.72477,16.60146,16.56412,4851,301,5,30
7485,16.95167,15.49274,14.90467,14.59906,14.38892,3358,301,3,69
7486,18.8307,17.55486,16.72547,16.28869,16.01801,3958,301,2,23
7487,15.36952,14.22061,14.14379,14.16393,14.24071,1412,301,4,225
7488,18.06692,16.83478,16.41699,16.26982,16.2062,4187,301,4,96
7489,19.3906,17.96692,17.30539,16.90134,16.67737,1231,301,4,68
7490,19.54339,17.7513,16.66791,16.11127,15.66004,5115,301,3,80
7491,18.79287,17.41116,16.88139,16.70668,16.58188,2247,301,5,176
7492,19.48979,17.38004,16.52111,16.01286,15.68852,5972,301,5,93
7493,19.29955,19.16597,19.28674,19.47341,19.54784,5194,301,3,273
7494,17.24725,17.32974,17.66992,17.9228,18.17969,2964,301,1,72
7495,18.35183,18.46617,18.78216,19.0376,19.2598,1231,301,3,102
7496,18.10836,16.32851,15.72079,15.52369,15.42397,6122,301,2,104
7497,19.14686,17.37418,16.47314,15.98458,15.63376,1462,301,5,207
7498,17.1066,15.6993,15.16592,14.97232,14.90667,2662,301,1,39
7499,17.13135,15.17285,14.26911,13.8419,13.52496,2126,301,3,399
7500,16.68503,15.07867,14.42098,14.19181,14.07921,2989,301,4,68
7501,19.59161,17.82871,16.90896,16.40299,16.0357,3723,301,3,64
7502,19.32397,17.99886,17.29944,16.8862,16.59102,5182,301,3,82
7503,18.98065,18.06064,17.57454,17.25202,17.08762,2335,301,1,45
7504,18.82805,16.98143,16.01369,15.55788,15.16748,1231,301,6,88
7505,18.68369,17.72601,17.40005,17.28558,17.24178,7787,301,3,341
7506,19.26401,18.1358,17.66038,17.41007,17.27118,4512,301,5,148
7507,18.80592,16.95221,16.12299,15.70337,15.41175,3900,301,4,242
7508,19.5882,17.87069,16.8727,16.40582,16.09501,2830,301,5,431
7509,18.52474,17.22524,16.61187,16.25112,16.01357,3699,301,4,118
7510,19.44654,18.59531,18.26101,18.13509,18.07773,2964,301,5,271
7511,19.54757,17.6017,16.59269,16.16474,15.82424,3893,301,1,112
7512,19.16178,17.76122,17.06595,16.70915,16.46111,5976,301,6,245
7513,19.43862,18.20835,17.59959,17.20755,16.97181,3894,301,5,47
7514,19.40455,17.41737,16.54455,16.17429,15.92079,3185,301,1,63
7515,17.37136,15.93111,15.3198,15.06174,14.97273,4504,301,6,148
7516,19.55468,18.66411,18.36419,18.24063,18.2076,2864,301,5,112
7517,16.86098,15.87851,15.56858,15.457,15.42109,1729,301,6,128
7518,18.68902,16.99934,16.07582,15.65632,15.30755,4646,301,2,114
7519,19.51283,17.96463,17.08677,16.66276,16.33004,4294,301,4,84
7520,19.53617,17.82453,16.99809,16.58425,16.27597,2830,301,5,153
7521,16.74635,16.6139,16.98524,17.28363,17.57528,3225,301,4,242
7522,18.8863,18.71607,18.55787,18.17091,18.12985,7713,301,2,392
7523,19.21425,17.99914,18.03711,18.1384,18.18228,3841,301,1,16
7524,17.90527,16.74693,16.31275,16.16654,16.12805,1231,301,1,62
7525,18.23589,16.78731,16.23288,16.02969,15.95891,6354,301,2,120
7526,19.42878,18.28148,17.7102,17.33952,17.16289,2247,301,6,327
7527,19.26703,17.97273,17.58264,17.37634,17.22254,2964,301,1,190
7528,18.80649,17.58675,17.70164,17.84114,17.99628,2825,301,5,36
7529,19.21803,19.12027,19.42222,19.65541,19.94527,2964,301,1,479
7530,18.93443,18.00556,17.67683,17.57094,17.49096,8108,301,3,243
7531,17.61468,16.591,16.25163,16.13149,16.12648,6122,301,4,90
7532,18.21448,17.05104,16.51632,16.1446,15.92762,2986,301,4,274
7533,17.85889,15.38055,14.36942,14.06631,13.57455,307,301,4,167
7534,19.3704,19.28047,19.06074,18.91624,18.83786,5656,301,5,61
7535,17.07544,16.84764,16.95489,16.85452,16.85148,2566,301,2,337
7536,18.77909,16.28456,15.26023,14.92112,14.73886,1729,301,3,498
7537,17.95963,16.93763,16.58926,16.40319,16.20842,5972,301,4,115
7538,18.86795,17.77215,17.28451,17.09271,17.02695,3031,301,5,338
7539,19.36051,19.00855,18.98392,18.71195,18.77976,2391,301,1,38
7540,18.267,17.83644,17.49229,17.44761,17.36662,8062,301,4,18
7541,19.34684,17.68875,16.75679,16.32335,16.03289,2243,301,4,362
7542,18.71412,18.58555,18.24212,18.13853,18.09984,4576,301,3,395
7543,19.36762,17.52001,16.44882,15.95622,15.58071,3893,301,1,335
7544,19.56444,18.42917,18.60382,18.69296,18.80701,3225,301,4,53
7545,19.31049,18.1049,17.6125,17.34996,17.20906,4858,301,2,467
7546,19.4922,17.57682,16.37494,15.89841,15.50726,8101,301,2,95
7547,19.51759,18.37496,17.8714,17.55301,17.40282,2820,301,1,157
7548,18.26617,17.22755,16.83522,16.61207,16.44774,3842,301,3,118
7549,17.99408,16.42375,15.66754,15.29513,15.00888,5972,301,2,241
7550,18.56901,17.58807,17.28825,17.18117,17.16828,2830,301,1,256
7551,19.34621,17.80652,16.96234,16.5784,16.26943,3530,301,4,291
7552,19.30339,18.09209,17.53281,17.1843,17.03198,3538,301,4,271
7553,18.08381,16.47204,15.67118,15.27015,14.96779,2379,301,6,37
7554,18.62451,17.45875,16.98907,16.76169,16.65049,3958,301,3,100
7555,19.33004,17.99672,17.48008,17.17133,17.11114,4674,301,3,143
7556,19.29682,17.29249,16.29311,15.86458,15.53671,2125,301,2,216
7557,19.15291,18.04815,17.96934,17.99501,18.01312,4517,301,3,52
7558,19.3558,18.80596,18.60612,18.53868,18.32412,3900,301,2,694
7559,18.76913,17.91846,17.5728,17.45798,17.42044,3704,301,4,87
7560,17.13206,15.57828,15.01897,14.81918,14.74604,2125,301,4,96
7561,18.97628,17.74878,17.27143,16.9737,16.78612,2826,301,3,190
7562,19.57092,17.66824,16.59053,16.12147,15.71899,3180,301,6,36
7563,19.53345,18.53223,18.24293,18.13132,18.11131,3894,301,3,254
7564,16.93403,15.38486,14.69913,14.44319,14.33092,109,301,4,155
7565,19.13545,18.02173,17.63811,17.49141,17.43139,3705,301,2,281
7566,18.83099,17.39899,16.78754,16.57307,16.45014,5360,301,2,111
7567,18.96191,17.03664,16.06779,15.63256,15.2886,3704,301,5,188
7568,17.82057,16.43625,15.92532,15.74854,15.65633,752,301,2,365
7569,17.17561,15.97076,15.62549,15.49913,15.48513,3438,301,2,138
7570,18.74121,16.90834,16.13938,15.8315,15.66765,4829,301,1,113
7571,19.28789,18.89541,18.77366,18.4941,18.4159,3813,301,6,316
7572,18.17321,17.23081,16.93118,16.82607,16.76024,1045,301,1,139
7573,19.51027,19.14292,18.7746,18.79474,18.78449,4512,301,2,199
7574,16.9482,15.94782,15.45552,15.24738,15.15991,2076,301,5,31
7575,17.86639,16.4791,15.96638,15.80622,15.73832,3894,301,1,174
7576,17.57466,16.18772,15.4868,15.05529,14.74694,4264,301,1,83
7577,18.59354,17.21993,16.49911,16.10838,15.82235,1666,301,5,262
7578,19.2766,19.04716,18.95862,18.97173,18.88198,3187,301,2,25
7579,19.42202,17.53957,16.63682,16.21522,15.90292,4674,301,5,231
7580,19.06841,16.94953,15.99884,15.51526,15.22613,3559,301,1,33
7581,18.34808,16.44804,15.59011,15.17099,14.86906,2986,301,1,298
7582,17.42873,16.83013,16.34591,16.12567,15.95356,3926,301,5,182
7583,18.73535,17.61814,17.1403,16.95061,16.87717,7178,301,4,29
7584,19.39175,18.17422,17.45897,17.08033,16.91366,1231,301,2,173
7585,19.19205,17.32461,16.3863,15.88204,15.46443,5312,301,2,222
7586,19.29637,18.36992,18.05536,17.92416,17.90269,3893,301,1,339
7587,18.34924,16.80951,16.10104,15.73901,15.42533,5061,301,4,25
7588,17.81215,16.92625,16.67999,16.59669,16.59125,3187,301,2,49
7589,18.6533,17.83017,17.47248,17.34318,17.332,5313,301,2,95
7590,16.52914,15.46805,15.15299,15.02484,14.99484,5416,301,6,125
7591,19.1686,17.89638,17.33662,17.12831,17.04639,3478,301,3,173
7592,19.12816,18.99074,18.94893,18.79129,18.77624,2964,301,6,173
7593,18.70231,18.77922,19.10266,19.3389,19.56403,3225,301,5,107
7594,18.50416,16.5196,15.54891,15.14755,14.81155,3893,301,1,299
7595,17.7352,16.46886,15.86431,15.54241,15.27117,2507,301,1,70
7596,18.63731,16.23672,15.0225,14.51383,14.377,2247,301,3,238
7597,18.93478,18.66278,18.63414,18.70376,18.72127,3031,301,3,344
7598,19.35151,17.08862,16.15718,15.7694,15.53661,6182,301,6,163
7599,19.4973,18.27736,17.6396,17.25356,17.01322,2392,301,1,182
7600,19.14549,17.97832,17.52137,17.2071,16.97638,3698,301,4,79
7601,18.86387,17.80597,17.41459,17.2849,17.2589,8105,301,4,149
7602,17.71287,16.31317,15.70673,15.35208,15.0898,3698,301,6,174
7603,18.86705,17.20419,16.26414,15.73661,15.3388,1231,301,4,72
7604,19.2457,17.39257,16.58317,16.19633,15.90924,1412,301,5,76
7605,17.49759,16.295,15.87284,15.71559,15.63069,3629,301,2,68
7606,19.50052,18.04012,17.33134,17.0293,16.85512,2662,301,1,158
7607,17.57911,16.6381,16.36195,16.25419,16.21042,752,301,5,331
7608,18.92897,16.8961,15.83896,15.37044,14.99581,2986,301,5,159
7609,18.29776,17.30105,16.71482,16.36986,16.15127,3894,301,5,184
7610,19.25924,18.3239,17.96047,17.81496,17.74306,2830,301,1,230
7611,19.28776,18.11664,17.52575,17.21126,16.98873,4516,301,5,46
7612,19.10543,17.18569,16.21422,15.75913,15.3773,7773,301,3,282
7613,18.2153,16.72794,16.12453,15.87829,15.76751,7178,301,3,20
7614,18.92046,18.55887,18.30339,18.14524,18.10983,3705,301,1,338
7615,19.06247,16.96092,15.91335,15.48863,15.13274,2247,301,3,107
7616,19.04468,18.01057,17.66396,17.44732,17.25283,6161,301,3,115
7617,19.16765,18.19514,17.90362,17.83748,17.85173,2243,301,3,294
7618,18.19982,17.23934,16.82357,16.54103,16.32854,4649,301,4,88
7619,18.8257,18.63266,18.52702,18.29257,18.29684,7717,301,1,470
7620,19.38491,17.67169,16.99763,16.74622,16.58848,6573,301,5,202
7621,18.92079,17.92049,17.52039,17.21995,17.12113,4671,301,3,140
7622,18.80537,18.05247,17.89278,17.64515,17.6569,4518,301,6,196
7623,16.55713,15.41773,15.03145,14.86496,14.8071,6177,301,6,49
7624,17.7051,16.87696,16.63235,16.47889,16.32916,4649,301,3,198
7625,18.84756,17.3651,16.82305,16.63992,16.53606,4335,301,5,203
7626,19.29133,18.12459,17.58916,17.28507,17.08348,4294,301,1,206
7627,18.27604,17.22727,16.93435,16.82137,16.80659,5972,301,1,31
7628,18.49604,17.07408,16.53756,16.33986,16.24546,7777,301,5,53
7629,17.28784,16.36738,16.08973,15.97824,15.95835,3926,301,4,191
7630,18.8309,18.83321,19.25125,19.51015,19.8109,4516,301,2,53
7631,19.05999,18.71445,18.24017,18.30457,18.65995,2964,301,4,52
7632,17.95102,17.05025,16.8111,16.55392,16.50429,2826,301,2,231
7633,18.3456,17.40488,17.0273,16.86845,16.83474,1331,301,3,98
7634,18.52857,17.54911,17.2025,17.05576,16.99778,7777,301,6,52
7635,18.96895,17.49396,16.86115,16.54418,16.33391,2826,301,2,272
7636,19.50332,18.29725,18.33855,18.41605,18.5358,2963,301,2,21
7637,18.77879,17.4159,16.98811,16.78477,16.76404,7777,301,6,37
7638,19.21155,18.27913,18.01466,17.89847,17.8588,2825,301,2,133
7639,18.61975,17.37608,16.84393,16.62693,16.53473,5060,301,2,194
7640,18.25163,16.86481,16.37709,16.2011,16.1237,6361,301,4,126
7641,19.38232,17.57589,16.69703,16.22359,15.86392,3647,301,3,77
7642,19.42865,18.00994,17.35818,17.02561,16.7893,4010,301,5,43
7643,18.17085,18.55703,19.04323,19.4051,19.58193,752,301,6,567
7644,17.24505,16.09511,15.60121,15.30448,15.07986,2247,301,5,264
7645,17.94874,17.04882,16.84288,16.7733,16.79256,2243,301,1,291
7646,17.94218,16.99357,16.71138,16.61283,16.60255,4512,301,3,168
7647,18.58792,17.24397,16.74454,16.43409,16.29297,3704,301,3,165
7648,18.27016,17.15343,16.76392,16.62673,16.57268,1729,301,6,116
7649,19.38253,17.49415,16.55436,16.1342,15.80408,6004,301,5,61
7650,18.40343,17.73205,17.59684,17.17541,17.30166,3705,301,2,55
7651,15.6509,15.48422,12.92551,12.76322,13.9763,3704,301,3,192
7652,17.34948,16.18305,15.72446,15.44535,15.26266,1331,301,5,218
7653,18.00568,16.63087,15.8643,15.43931,15.20176,2964,301,4,253
7654,18.86127,17.6477,17.12996,16.8002,16.63568,3705,301,2,14
7655,19.52574,16.85585,15.43346,14.68579,14.28275,7908,301,1,20
7656,18.90758,18.55247,18.50289,18.43478,18.21589,7718,301,1,81
7657,18.89254,17.04601,16.18793,15.9993,15.62238,4263,301,6,212
7658,18.81764,19.00441,19.43823,19.69151,19.59744,3926,301,4,113
7659,18.07348,17.0544,16.6312,16.41865,16.24181,3704,301,3,97
7660,16.83026,15.59377,15.79727,15.94973,16.04742,756,301,1,195
7661,18.97439,17.49434,16.69549,16.27616,15.92605,1345,301,2,69
7662,19.15179,18.84465,18.25083,18.02411,17.26057,4829,301,1,118
7663,19.15368,17.25926,16.33771,15.91561,15.60535,3900,301,1,368
7664,19.16932,17.76921,17.23279,16.96608,16.89011,3015,301,3,418
7665,18.141,17.0774,16.74639,16.52445,16.41261,4576,301,3,686
7666,19.57328,19.18579,18.4955,18.01352,17.80974,5183,301,1,398
7667,19.36377,17.55564,16.62225,16.14737,15.78087,1231,301,5,170
7668,16.23494,14.37928,13.58156,13.16349,12.8783,2125,301,4,94
7669,18.50497,18.34401,18.12554,18.13276,18.02375,4294,301,2,44
7670,18.93325,18.00189,17.62711,17.34548,17.23732,2507,301,2,270
7671,19.54654,19.50959,19.38757,18.98936,18.9566,6782,301,6,53
7672,17.73874,15.57342,14.53807,13.98159,13.53881,1231,301,1,46
7673,18.01587,16.8799,16.43996,16.15863,15.99872,3900,301,2,305
7674,15.94233,14.80171,14.45397,14.34652,14.32255,5972,301,2,114
7675,18.05187,17.08944,16.71369,16.44351,16.39968,752,301,5,475
7676,18.14638,16.96744,16.46426,16.22007,16.08636,3958,301,6,64
7677,18.13046,18.46931,18.93951,19.25454,19.75585,4674,301,4,290
7678,19.40751,18.18153,17.76309,17.51291,17.43276,5390,301,4,36
7679,18.7633,17.10139,16.23662,15.76807,15.41568,2125,301,1,156
7680,19.44959,19.34104,19.31694,19.07335,19.07577,4512,301,3,255
7681,17.58335,16.18366,15.66702,15.48854,15.42468,4335,301,5,193
7682,18.76157,17.57067,16.86811,16.47285,16.1993,3187,301,4,180
7683,18.78181,17.68245,17.21874,16.96725,16.76056,4264,301,4,179
7684,18.61753,17.33915,16.68407,16.32184,16.09587,3712,301,4,167
7685,19.41284,18.27193,17.8095,17.49536,17.2778,3699,301,6,236
7686,19.48118,18.53183,18.11905,17.94484,17.84227,5327,301,6,22
7687,19.25003,18.34211,17.77226,17.41093,17.24822,5115,301,3,54
7688,19.35196,18.08083,17.44514,17.07764,16.87001,7908,301,1,67
7689,19.28428,18.14266,17.70902,17.48344,17.40043,2125,301,2,311
