id,ra,dec,sky_zone,object_type
17888,134.1250990459,10.015837436,B,GALAXY
3975,19.6893638076,0.3945617641,J,GALAXY
2597,116.0506032985,46.0878806631,H,STAR
863,130.5889226813,41.3571403272,H,STAR
3237,228.2211829911,19.6518027686,E,GALAXY
10965,19.0287188131,-9.3784762296,J,STAR
14536,209.8556459089,48.2810800702,I,GALAXY
7273,243.8378897027,19.7313183532,E,GALAXY
5018,82.8869664892,61.0125675161,H,STAR
2113,188.4620623895,-1.1775238062,F,STAR
13176,131.7490763807,11.5186907036,B,STAR
16421,144.4081744508,13.7719066123,B,STAR
17282,241.1105274776,14.7221764556,E,GALAXY
11639,173.8624485145,64.5923399129,A,STAR
2452,147.972265792,33.0035923224,D,STAR
12981,218.6141235091,55.9646671654,I,GALAXY
7231,231.9604620629,45.6027433537,G,GALAXY
10113,139.9657360521,32.6636887502,D,GALAXY
7545,16.8186080538,-0.5103917447,J,GALAXY
8118,129.0648088953,30.0622250677,H,GALAXY
13746,167.748158229,56.1043052968,A,GALAXY
2592,18.9046747711,0.1403392049,J,STAR
3480,238.2220421186,29.8015402659,G,QUASAR
11920,139.420969073,42.2450219982,D,STAR
17763,175.1387368559,26.2661454966,F,STAR
768,177.8268721851,5.0474270978,F,GALAXY
15892,,16.5148009263,C,STAR
17735,204.7336527333,41.2860562753,I,GALAXY
15669,154.2343796844,1.0466884216,B,GALAXY
10132,246.4175688419,13.5908687985,E,STAR
9059,260.2316432574,59.2137400502,G,STAR
3610,344.2618799687,16.2424170141,C,GALAXY
13318,207.1906353265,26.5572145693,I,GALAXY
3821,117.921673588,67.3504385069,H,STAR
13331,224.6033942286,48.7102167992,I,GALAXY
1147,154.0722287131,16.0257110388,B,GALAXY
16710,243.3295623118,-1.1367033935,E,GALAXY
15000,162.9191375847,39.652432871,D,GALAXY
7028,179.349019654,0.9054862059,F,QUASAR
11073,206.2188973178,63.0318665035,I,GALAXY
15074,322.9135638932,-0.6364542934,C,GALAXY
6816,190.5780081792,-7.6753611697,F,STAR
17906,194.3505587615,59.3766335173,A,STAR
8506,,44.5777097039,I,GALAXY
9049,208.1862057041,53.8177221631,I,GALAXY
5092,188.8810404985,1.9201065763,F,STAR
6594,133.6608664655,3.2974510798,B,STAR
7616,259.5641124137,32.4961756964,G,GALAXY
2566,14.1491453266,-1.1221438838,J,GALAXY
12477,253.5240270456,21.2941879829,G,GALAXY
8781,253.8477100415,36.0949887279,G,GALAXY
538,230.5558873638,20.034851357,E,GALAXY
15269,264.8433311049,45.1494678571,G,STAR
6249,163.9143698046,6.297612232,F,GALAXY
12050,128.2133069958,4.2051530772,B,GALAXY
6173,97.4477204541,83.0579417632,H,QUASAR
15579,161.3425822932,38.7978744218,D,QUASAR
6750,160.2209056452,40.1421113632,D,GALAXY
5583,206.6440906363,38.0143228407,I,GALAXY
5612,128.9169605728,10.1550002428,B,QUASAR
226,184.3729531313,3.7805911199,F,STAR
11049,357.1909599553,42.388212265,C,STAR
7553,214.6943932959,-1.1373287769,E,GALAXY
16891,178.9662384773,36.3753323689,A,GALAXY
9304,120.6199488697,8.2207001109,B,GALAXY
496,132.7415986393,4.4955211894,B,GALAXY
14436,178.1686914681,5.9335961507,F,GALAXY
14703,125.997849056,56.6470203306,H,GALAXY
11274,221.5782699543,22.4324636413,E,STAR
1878,136.5310208792,32.6942765391,D,GALAXY
8097,216.0117650496,38.055639605,I,STAR
7342,142.1368488694,26.4674214024,B,GALAXY
2978,148.552172945,35.5177603863,D,STAR
10736,22.9041912172,29.1590070575,J,STAR
10533,125.8334027254,6.4972227349,B,GALAXY
13595,206.1010369905,-3.2012350272,F,QUASAR
2456,164.2035893242,33.0486583816,D,STAR
9964,103.7593043014,17.1429687275,H,STAR
1854,169.6050045278,58.6987878651,A,STAR
17173,116.0604677069,65.6532455914,H,STAR
6156,245.1907549205,39.3702451466,G,QUASAR
9076,128.3615411028,10.592756285,B,GALAXY
16146,110.4509779151,30.7990207247,H,STAR
4010,118.9494429444,-0.8044265284,B,STAR
7716,216.0882658327,49.336977121,I,STAR
15136,223.4699430799,9.1893970161,E,STAR
2002,8.2998618996,-17.8639307787,J,STAR
11611,6.1643941214,7.9829275321,J,STAR
1944,191.2307260207,-3.1127405082,F,STAR
839,182.6145027468,10.278596061,F,STAR
11483,2.7231869838,0.1119135105,J,QUASAR
2275,198.873440677,29.8881822314,I,GALAXY
10899,125.4691747735,3.4836465807,B,GALAXY
17908,175.1427739157,8.2633757604,F,GALAXY
9434,164.6567864019,1.7337668083,F,GALAXY
9550,,-2.1340749939,F,GALAXY
13938,220.063825436,-2.4141538942,E,GALAXY
10000,135.9673025577,11.8552666456,B,STAR
15354,209.3970851379,27.7399055581,I,GALAXY
14170,230.3287302553,18.763275604,E,GALAXY
4117,152.2203697244,15.7845067278,B,GALAXY
8041,168.9946818556,60.1804554172,A,STAR
7784,242.7692883677,38.7228762383,G,STAR
9843,114.0777876175,42.1696342083,H,STAR
13632,242.4914136216,2.9007071168,E,STAR
10104,152.7467001469,19.2222750242,B,GALAXY
2640,102.4805866701,28.9574445335,H,STAR
2736,231.2171112005,27.7620613387,E,GALAXY
11513,132.7880814863,11.9500789831,B,STAR
7134,345.7899980535,20.2380599292,C,GALAXY
3816,182.1382265265,58.2121600993,A,GALAXY
11152,114.9700207444,67.2137414559,H,STAR
5853,,56.635407526,A,GALAXY
3022,42.6999724728,34.6348212651,J,STAR
3570,153.3470224514,25.0300567676,D,STAR
9410,219.7274019205,23.3964043271,E,GALAXY
9754,323.1863135675,1.2114439927,C,STAR
4201,183.0144397266,42.0371576227,A,GALAXY
3179,235.8520933171,44.1218227028,G,GALAXY
14557,153.4283558047,-0.9369429084,B,GALAXY
11716,188.2207297662,23.2127492309,F,GALAXY
7609,231.5025262208,9.191068858,E,GALAXY
7100,145.9301130738,35.618045586,D,STAR
13978,236.7537948497,8.267944955,E,GALAXY
511,143.7981738383,2.5720816808,B,GALAXY
1046,,1.0682262444,J,GALAXY
13742,229.093325639,52.1837860201,I,STAR
14669,196.4338471212,41.030083931,I,GALAXY
15059,219.0065822522,0.7719208862,E,STAR
8866,357.4036993724,-10.7061943918,C,STAR
684,111.9135144246,37.8478598292,H,STAR
10609,190.7869576409,-2.7623279955,F,GALAXY
3915,28.4784196446,4.7113754317,J,QUASAR
17524,253.1826819101,45.4892987633,G,STAR
2506,192.4005375493,0.0837688151,F,QUASAR
13781,242.4976312327,26.7241256293,G,GALAXY
11613,248.7448814705,45.1687155241,G,STAR
12335,192.7497700217,8.337845757,F,GALAXY
5099,188.5431947977,-2.4674467848,F,STAR
16495,158.2920758744,55.3652678604,D,STAR
7467,158.1873198143,54.3138023028,D,STAR
14891,146.618586709,36.2974170593,D,GALAXY
4342,19.5790458516,23.4630297707,J,STAR
7578,228.4715898357,47.7545617511,I,QUASAR
9104,188.9417144971,-0.9315908792,F,STAR
4211,47.239074956,37.5445805027,J,STAR
991,140.0089463714,33.4653964076,D,GALAXY
14233,225.9966437992,8.3462870875,E,GALAXY
3499,234.0002973894,35.1449994102,G,STAR
15247,167.6062081284,41.4918815964,A,STAR
2335,213.992460164,-2.4539917254,E,STAR
17699,237.4207282826,53.259045984,G,GALAXY
2434,227.4894348752,15.6450912529,E,GALAXY
10144,254.3449287834,40.277178569,G,STAR
14844,160.7237210437,40.138873251,D,GALAXY
11463,139.7134712941,15.3089702328,B,STAR
5886,156.9441858911,20.5050885626,B,GALAXY
4806,187.9832101435,34.2676308145,A,STAR
17171,,46.6978178431,A,GALAXY
6974,208.0233020175,51.8251492708,I,STAR
9285,245.2530627793,14.0834775581,E,GALAXY
2030,125.1269857682,40.563339668,H,STAR
1378,228.4167884451,-0.7639908271,E,STAR
17032,117.998686787,30.7801285029,H,STAR
11342,191.3222559423,34.0755760734,A,QUASAR
14957,7.0903237159,-10.5762604723,J,GALAXY
2772,168.0702894455,55.4010275628,A,GALAXY
6110,244.0966868863,13.506121962,E,GALAXY
1522,95.4203990866,1.292760134,B,STAR
11527,253.0795340868,22.9891512157,G,GALAXY
4954,231.7935399677,38.361157437,G,GALAXY
5791,54.501575751,-6.3616389567,J,STAR
4206,129.4975085246,4.303833581,B,GALAXY
14359,18.4613758948,14.34183781,J,STAR
5647,117.7999840179,17.7136444752,B,STAR
327,127.895984749,25.2025347096,B,STAR
9087,219.2071721655,14.2698350687,E,GALAXY
7774,149.8944822003,6.7610411329,B,GALAXY
1456,195.2003289999,11.8730795453,F,GALAXY
15923,128.3325025082,31.1675467569,H,GALAXY
1445,161.5500364173,58.4492248669,A,GALAXY
910,255.8817566756,22.5475618665,G,STAR
7682,251.3645539587,32.3066791418,G,GALAXY
1108,336.6229885035,8.8953055557,C,STAR
7577,10.70499695,-9.489737915,J,GALAXY
6574,208.2840398748,16.1744988309,E,GALAXY
17160,166.8295977645,20.5461494172,F,GALAXY
4917,21.0460860797,7.9471765228,J,STAR
4781,44.3258096982,-6.0160786904,J,GALAXY
3586,191.5626779582,26.4327049055,F,GALAXY
8069,244.5253814946,22.9385522621,G,GALAXY
7595,327.4776989824,10.9120080423,C,GALAXY
5479,136.6897695826,51.4179216672,D,GALAXY
12929,133.7940020145,52.510534931,H,GALAXY
12954,259.8788792654,27.6886136637,G,STAR
11558,127.2732325236,4.5009616933,B,GALAXY
13145,132.1713650733,30.1877037464,H,GALAXY
16291,,51.6217044083,I,QUASAR
9571,132.4538329347,54.4270160266,H,STAR
105,226.835193615,26.5732565057,E,QUASAR
1789,125.7115318918,56.5217927491,H,GALAXY
5022,244.9928704276,30.4228605576,G,STAR
6731,187.3026680612,51.0388644026,A,STAR
9383,250.0949831043,23.6662890372,G,GALAXY
8320,261.8466929089,62.0503116015,G,GALAXY
7193,78.5530080267,17.4479654861,H,STAR
2934,211.3630939388,32.482113345,I,QUASAR
13387,215.7728838236,3.773612328,E,GALAXY
17217,192.5394431628,51.0049107838,A,STAR
8488,139.6984864325,60.5637816617,D,GALAXY
2679,225.1940455013,12.8716233648,E,GALAXY
8790,227.0373578252,48.5885796723,I,STAR
3760,201.9831713853,26.8755805378,I,QUASAR
11897,,11.7558592852,F,GALAXY
16913,8.0961521002,6.8940349286,J,STAR
332,240.414375794,48.507520057,G,QUASAR
6840,210.1373364012,58.0428828432,I,GALAXY
5255,50.6227456549,41.0504450153,J,GALAXY
291,196.963675608,50.2455809637,I,GALAXY
6320,216.7423083893,29.598443062,I,GALAXY
14650,161.1024981277,9.0575455761,B,GALAXY
11960,149.7998591629,36.6215547981,D,GALAXY
2037,240.1215415629,0.155091568,E,GALAXY
549,52.0875308559,4.6231844728,J,STAR
7287,219.8158371487,35.2898692597,I,GALAXY
16719,157.9113321,20.1282529521,B,GALAXY
1152,43.0205856497,-7.0892418148,J,GALAXY
5270,253.7848635231,37.9500923411,G,GALAXY
307,235.3434298611,4.0920413838,E,GALAXY
12689,151.1610900911,4.8276669959,B,QUASAR
12687,176.7971365735,47.2435349124,A,GALAXY
16906,260.520642208,27.5558155935,G,GALAXY
11427,133.0662608132,4.7811705787,B,STAR
12132,170.9909012739,56.1753203833,A,GALAXY
17870,,2.194935598,F,GALAXY
15091,313.1058741636,56.8013625589,C,STAR
1325,358.0523202072,1.2660494813,C,STAR
13355,216.2725492716,45.7914028581,I,GALAXY
14906,207.036056726,28.6305803538,I,STAR
2742,70.8326212966,-5.9907541026,J,STAR
6019,112.3056065887,38.7634297608,H,GALAXY
9353,184.2371545861,26.6546900415,F,GALAXY
1088,139.8762128491,14.5835596501,B,GALAXY
17635,140.3613474116,5.9594639452,B,STAR
7667,194.7519464377,-2.0384072678,F,GALAXY
11880,155.5490854506,15.564734988,B,GALAXY
9589,235.3533972227,11.6000326452,E,QUASAR
13440,97.0725573284,25.5658965207,H,STAR
5388,350.8349539681,7.4914625299,C,STAR
1153,280.7600939091,77.9537583783,G,STAR
6472,105.6460611017,12.7187732661,B,STAR
5372,216.7800991826,12.5700068247,E,GALAXY
9368,229.2951842331,35.8580724304,I,GALAXY
15850,128.6857788179,4.3839389857,B,QUASAR
1583,244.4914173948,32.0128318877,G,GALAXY
4364,128.733874862,53.917452676,H,GALAXY
6253,222.1827622876,30.6949139975,I,GALAXY
2829,17.7419418337,0.2761289843,J,GALAXY
1534,123.0925787012,38.5884512406,H,STAR
4226,155.2484828036,5.7671120986,B,GALAXY
6349,141.0627013885,5.217408241,B,GALAXY
6627,330.8209938503,45.8500139509,C,STAR
9945,199.096492055,13.8646562772,F,STAR
13198,243.432705751,46.2287007719,G,STAR
7569,50.6286429551,-0.6970354213,J,STAR
9598,17.9208702831,-0.1277431538,J,STAR
6497,90.7332548098,63.3846716876,H,STAR
12080,248.5305396384,29.2186932489,G,QUASAR
14140,127.3639689698,30.2757801608,H,GALAXY
2411,180.448861557,3.7865224965,F,STAR
6038,181.2826482164,1.3702572002,F,GALAXY
11957,142.6191931897,-0.7210232599,B,GALAXY
6764,132.2658492611,54.7285905168,H,GALAXY
5538,193.1429354803,40.5083343226,A,STAR
10551,150.2705490913,40.7679941425,D,STAR
16956,218.239319893,5.2315816087,E,QUASAR
15114,219.0425677917,5.4256059791,E,STAR
5463,232.9025150998,26.7715675525,E,GALAXY
14592,164.9750047237,0.7799140006,F,QUASAR
97,238.5046067591,11.3549537493,E,GALAXY
9922,129.3433412409,4.449897829,B,QUASAR
6258,34.3682767607,0.1526408206,J,STAR
516,142.8069149449,34.374991873,D,STAR
12367,147.5517048371,23.9824494572,B,GALAXY
14089,93.6236740812,64.1029298425,H,STAR
5761,115.2537208246,42.1421797937,H,STAR
12254,233.8434373379,58.3297220204,G,STAR
3808,4.9963247668,-7.2640525556,J,STAR
12652,250.6340354685,43.2381752508,G,GALAXY
5625,46.8917057042,-8.5309386057,J,STAR
8006,347.0196477952,15.4754028461,C,STAR
10737,220.049799413,47.0641587209,I,GALAXY
3230,14.0472753164,-0.9701979703,J,GALAXY
4115,238.4755422657,14.0385568006,E,GALAXY
15420,204.4182901897,4.7898288635,F,GALAXY
5339,358.5494745156,24.6551696653,C,STAR
17829,224.4707852302,-2.2639685532,E,GALAXY
10297,127.4223137297,30.6879758119,H,GALAXY
8429,179.0606379054,58.6841769516,A,GALAXY
17593,155.7092604134,38.3156564038,D,STAR
17918,209.4999126899,31.4452415563,I,STAR
11644,128.4949586974,49.0223111599,H,GALAXY
626,,3.2190806019,F,QUASAR
534,252.8930613732,40.2423829894,G,GALAXY
15194,220.0574045818,13.348668765,E,GALAXY
2265,167.1530622803,58.8911719535,A,GALAXY
2605,218.3748271742,19.103644057,E,GALAXY
7485,264.2669219363,54.219927331,G,GALAXY
4084,207.3302841392,40.5592741798,I,GALAXY
14180,251.5665919398,20.3712854674,G,STAR
2785,153.833937386,14.3965408659,B,GALAXY
4240,98.4415237382,27.4680561511,H,STAR
14571,219.4444216526,5.3287969095,E,GALAXY
15718,241.1627334676,17.2250094784,E,GALAXY
3323,357.2548193925,19.5446565868,C,QUASAR
10407,163.3139652368,2.8151549122,F,STAR
12490,223.4854856112,28.1581465206,E,GALAXY
2979,225.6542670632,13.3031864114,E,STAR
8969,211.6678144105,43.8973835533,I,GALAXY
17719,31.718009638,-9.9338421088,J,QUASAR
16336,231.3807787169,39.0185821042,G,GALAXY
12478,233.5926490488,49.3166213249,G,STAR
498,242.0854007889,-0.5695897044,E,STAR
6160,121.0879010342,35.7814468884,H,GALAXY
17350,157.8404483187,39.797579966,D,STAR
14020,150.2444688104,51.7263906964,D,GALAXY
12291,191.0408590287,1.3019771909,F,GALAXY
4509,171.1900619581,41.0507238826,A,GALAXY
6146,145.0343154485,39.2868721113,D,GALAXY
1543,49.3672514483,-0.090809852,J,GALAXY
10405,113.4462920671,45.3476042581,H,STAR
7619,21.0604568183,1.1875056862,J,QUASAR
6357,208.9515858597,7.2914989784,E,QUASAR
9347,250.6605580287,36.1961173908,G,STAR
8038,94.6622934501,0.5598129955,B,STAR
8156,209.1647419739,38.9276072958,I,GALAXY
15566,137.2174139472,31.5985364378,D,GALAXY
13349,211.5266941538,46.8814340399,I,STAR
9358,142.2977403354,12.1914724529,B,GALAXY
12199,,0.0528613703,C,STAR
1118,256.1854635727,37.6202128042,G,QUASAR
447,201.1788937401,41.214573775,I,GALAXY
13863,190.7533765609,59.9787831783,A,STAR
14158,198.1759110832,30.0415139176,I,GALAXY
11988,73.546632057,-5.6963067787,J,STAR
5825,38.1738193625,-8.1992922146,J,STAR
15478,,-1.1697845246,C,STAR
5350,331.6961414152,2.243092655,C,QUASAR
7227,156.1078533342,55.1908281671,D,STAR
4936,146.3336764318,6.9997831352,B,GALAXY
9625,338.926090316,2.9311829743,C,QUASAR
10210,157.2489175196,41.8725831207,D,GALAXY
1089,230.6110194264,32.0688903446,G,GALAXY
6330,144.7951455889,15.2542065189,B,GALAXY
13194,218.9486955976,55.8118809178,I,GALAXY
8669,239.2001463172,14.0946108616,E,GALAXY
5743,354.7448043785,-0.9613679362,C,STAR
4203,204.346841965,39.8778787866,I,GALAXY
6633,254.2098236774,63.0885456922,G,GALAXY
17683,149.8639699105,14.1844513103,B,STAR
3097,224.9713726274,16.5404638571,E,GALAXY
9529,253.2486689628,24.6241984926,G,STAR
9778,167.1336118638,47.3362983069,A,GALAXY
16285,217.4573649776,34.6015510265,I,GALAXY
8141,150.364078775,21.8177363946,B,STAR
5028,103.0516476439,66.2391742131,H,STAR
2174,212.7826605089,6.9386908946,E,GALAXY
13492,224.8930339022,-1.1525510374,E,STAR
4487,130.2833465866,25.7937982494,B,STAR
17639,125.3976275456,40.7121573942,H,QUASAR
2186,234.6626359022,22.7264789496,E,GALAXY
229,4.3787458929,15.2814686068,J,GALAXY
3317,150.9576513336,25.6951610531,D,STAR
277,151.942099903,9.8483927808,B,GALAXY
2208,145.0239141952,5.1294683809,B,GALAXY
10727,,30.6081821053,J,GALAXY
11856,1.2211647341,-4.6858965352,J,STAR
10754,189.4021153168,1.5888757568,F,GALAXY
12382,142.2538654094,17.7789991912,B,GALAXY
5194,108.7946320363,40.8699508037,H,STAR
4434,256.0390927927,61.2365102698,G,GALAXY
509,167.7192228728,51.5621326596,A,GALAXY
360,225.749158369,13.8379148906,E,GALAXY
4857,,4.3409574449,F,STAR
15931,184.3828178263,36.2046107649,A,GALAXY
343,133.9642687445,3.0709571283,B,STAR
15674,141.1687326914,22.6485298215,B,STAR
3763,249.7222479622,10.8680156882,E,QUASAR
16995,88.8713943028,83.7847936249,H,STAR
5371,101.6153838415,28.0948095563,H,STAR
12608,170.1833883898,59.2126973693,A,GALAXY
12614,135.9461066357,11.3996106816,B,STAR
7796,150.7707074595,10.4250663586,B,GALAXY
15627,232.2019192418,18.0457940224,E,GALAXY
114,91.6138374361,65.1157602973,H,STAR
928,359.719625662,-9.5523100231,C,GALAXY
14578,113.192268526,65.4728033195,H,STAR
12784,279.8761880984,41.7886964251,G,STAR
8060,148.3417365699,55.4404358779,D,QUASAR
8125,22.0717180004,39.0008118444,J,STAR
2695,259.7229277548,25.9680821218,G,GALAXY
16417,63.8292640338,6.4267374048,J,STAR
6206,180.9198362398,29.6265455455,A,GALAXY
1138,238.2055032878,34.329231437,G,STAR
693,157.5363349129,53.3273834554,D,GALAXY
14685,237.9166003621,47.7299979119,G,GALAXY
7298,188.7866454583,5.8512027379,F,GALAXY
10770,56.4962047876,-7.1920073932,J,STAR
1209,206.3924258899,6.5751298722,E,GALAXY
3563,222.1259849082,31.745186021,I,GALAXY
8635,17.4062330315,27.9508396085,J,STAR
14672,226.1694040925,37.2950786537,I,QUASAR
2690,354.6051443281,7.8437104678,C,STAR
7481,180.5961542906,-3.306325864,F,GALAXY
4141,184.1003439317,9.6833569214,F,STAR
15653,35.0515212749,-9.7847855616,J,STAR
1523,166.2314988155,3.9301197436,F,GALAXY
15408,221.4197996003,21.4577877632,E,GALAXY
11514,165.1131787402,3.6798643977,F,GALAXY
5170,22.8832756536,-8.4954419499,J,QUASAR
11126,133.2342617599,54.7019462571,H,GALAXY
17540,221.6546821245,22.2888876148,E,STAR
16622,137.4345611855,4.6923253764,B,GALAXY
7181,158.9260246683,5.6159819033,B,GALAXY
11817,47.3618508839,0.9741871168,J,STAR
345,133.0699198422,61.040401578,H,STAR
763,38.7732198813,-3.2147104098,J,GALAXY
14633,160.5026282178,38.1291119306,D,QUASAR
12776,,56.8025907039,A,GALAXY
12604,64.3371672918,30.874219658,J,STAR
13162,144.7771303699,3.9098647189,B,STAR
828,132.0111298862,10.9433608473,B,GALAXY
17505,357.525396541,0.0710588206,C,GALAXY
13148,131.9439299212,43.6955328471,H,GALAXY
8172,197.1404392374,-0.8280811712,F,STAR
6847,185.3286764683,64.3077467701,A,QUASAR
7646,224.2790404316,30.5507790785,I,STAR
4016,250.9114045313,31.6149240821,G,QUASAR
12912,150.7440382033,15.2313789118,B,STAR
14379,,34.9752265928,I,GALAXY
9944,143.3934324386,34.0315059917,D,GALAXY
13987,16.18446845,25.4954843153,J,STAR
12451,114.4155073042,29.2198153235,H,QUASAR
7201,17.6367340155,3.8801245657,J,STAR
3151,20.7940526252,-0.4016912932,J,GALAXY
8623,180.8282634243,-2.0115732987,F,GALAXY
10428,179.9151997074,14.8236742993,F,STAR
14499,190.2729571677,14.1566796897,F,STAR
12362,251.6567492442,29.7473451602,G,GALAXY
12059,246.0908526596,31.1654447402,G,STAR
4891,223.3406605357,61.2630196322,I,QUASAR
9597,168.9931493512,3.17520087,F,GALAXY
13887,23.7164370129,12.6596394471,J,STAR
8063,223.0702452856,30.8417255058,I,GALAXY
20,149.9697172152,37.6964111122,D,GALAXY
10056,151.140444422,25.5164825241,D,STAR
6009,27.6094335647,13.8392958019,J,GALAXY
5355,126.6012091168,23.8887587918,B,QUASAR
14055,221.942388964,22.3474306478,E,QUASAR
17184,219.5910907301,31.3398155091,I,STAR
4992,188.194913838,7.7990387577,F,GALAXY
5600,123.2442772527,21.2467424483,B,STAR
6123,126.3340627712,16.8949863679,B,STAR
3291,239.9301432946,35.3631293858,G,GALAXY
14572,127.0116648052,20.9967330696,B,GALAXY
14244,227.0687420737,12.1257968334,E,STAR
10464,205.671032092,47.7217696495,I,STAR
10281,222.6693178783,8.9451107645,E,STAR
17048,130.9143585915,25.7601843747,B,QUASAR
11586,166.0924620785,22.9708944463,D,QUASAR
17458,127.4186900433,40.9576206286,H,GALAXY
5324,231.7592363795,42.068636935,G,STAR
6227,240.2330055802,14.7840145075,E,GALAXY
15911,250.1599510179,33.9311488456,G,GALAXY
15061,212.1730120074,26.495455442,I,QUASAR
9668,101.1576978859,27.3800401466,H,STAR
10406,272.8335214336,24.1903419608,G,STAR
6225,228.3519696475,52.4452331885,I,STAR
7666,192.8351947748,21.4237494773,F,QUASAR
12817,301.694743685,59.3193862805,G,STAR
1600,317.5874127797,8.08113265,C,GALAXY
10454,197.6133845751,-1.2354592961,F,STAR
10483,153.1801374465,56.0937842498,D,GALAXY
2290,157.7580992572,38.757232928,D,GALAXY
5965,333.9139614826,68.79019641,C,STAR
15932,53.4940365057,-0.3079745171,J,STAR
13751,202.9030007072,57.9465962852,I,STAR
15146,182.4348204375,33.7651963517,A,QUASAR
4188,178.1084137347,20.4467491971,F,GALAXY
10493,333.2297673681,21.2239753803,C,STAR
5702,199.8438505867,-1.129419745,F,GALAXY
5063,173.8920708176,42.341968373,A,GALAXY
11511,353.1030732098,1.1823458683,C,STAR
10300,30.5556642802,11.3120145893,J,STAR
6897,224.2701436333,49.5260860983,I,GALAXY
17950,118.5322063518,13.1324756325,B,GALAXY
12294,212.9494179609,10.2775148735,E,GALAXY
7291,168.4569057076,10.4672645156,F,QUASAR
4706,,7.5641215673,F,GALAXY
14275,158.6273074507,3.7460501118,B,GALAXY
9130,131.2381743719,42.0419097309,H,GALAXY
11244,239.2029729736,21.9168141708,E,GALAXY
13264,129.9173399362,4.447942156,B,STAR
4130,234.9304044343,37.6090173343,G,GALAXY
6360,243.6100360707,51.1093090298,G,GALAXY
8734,157.9302926672,3.2544576786,B,GALAXY
15063,173.2046875731,56.422620344,A,GALAXY
14824,128.4816662243,4.3564715237,B,GALAXY
1664,180.920055593,59.3868518692,A,GALAXY
15752,188.9318081174,-0.2238044177,F,GALAXY
10218,216.1568807993,31.8966891723,I,GALAXY
10841,,25.5164939991,I,GALAXY
10590,2.4462434465,-10.9694711746,J,GALAXY
17696,251.7390552849,22.8321775376,G,STAR
1595,349.9687156593,2.5029424832,C,STAR
6728,144.2853981547,21.3864128104,B,GALAXY
9039,112.7141509192,16.3355536934,B,STAR
8169,244.1789149171,52.2168035683,G,STAR
15297,52.3049681374,-0.7057123688,J,STAR
12863,129.3628997921,54.2906252393,H,STAR
13865,357.5691831997,17.976392247,C,STAR
13821,162.2817770476,22.2548934425,D,STAR
8569,158.3942930873,11.9069891671,B,GALAXY
7170,220.0692333898,9.5711614778,E,GALAXY
6619,161.8803789465,39.0032604653,D,GALAXY
16910,152.0560292547,36.2645976664,D,STAR
17222,218.4509365583,61.9338980757,I,GALAXY
14479,230.2585404073,2.5547626075,E,GALAXY
15058,175.2393388308,53.3233447049,A,GALAXY
14187,13.9171278004,-10.070913422,J,QUASAR
844,125.2385330271,39.1794734978,H,STAR
17993,2.9691966526,26.5459759412,J,QUASAR
7354,94.4709023392,0.0236715351,B,STAR
12305,215.4170016219,37.2913000995,I,GALAXY
8779,8.7142153912,-1.1282294268,J,GALAXY
14047,230.0737300921,4.6492980367,E,GALAXY
2922,172.1916562221,0.368447724,F,GALAXY
930,236.9321952882,-1.1749308323,E,STAR
8682,191.1001142348,0.7561465414,F,GALAXY
8903,235.5744269215,11.2967037728,E,GALAXY
9236,112.7737307431,44.3274464525,H,GALAXY
1761,164.2183257783,49.5111284301,A,GALAXY
15887,236.6426669057,33.2232413515,G,GALAXY
17898,211.9064822758,22.3723237348,E,GALAXY
12343,170.5346867454,-12.4610181306,F,STAR
14279,181.4456538803,48.5419642046,A,STAR
782,79.6434981722,17.7003296075,H,STAR
3459,209.3393777942,6.7780700431,E,GALAXY
14493,8.4334963034,-0.8035402931,J,STAR
1613,114.8069052691,46.3162656366,H,QUASAR
17561,191.3834375424,60.3760750618,A,STAR
7937,13.6722945857,30.8718089138,J,STAR
7679,142.2395913366,2.5852689924,B,GALAXY
707,133.8330206393,45.1004193155,H,GALAXY
14266,,41.5029900271,I,GALAXY
12987,304.1463490209,60.748392847,G,STAR
2873,9.5582862007,-4.9703941361,J,GALAXY
10001,,7.6669259712,F,GALAXY
6415,142.1423532871,68.1652684024,D,GALAXY
11078,212.2260106983,16.4587553776,E,GALAXY
11795,176.1919201712,34.7199950226,A,STAR
5957,227.8745598716,2.1689476509,E,GALAXY
14670,169.1795567492,59.0936884709,A,STAR
5419,164.8097463336,28.5015372198,D,QUASAR
10748,211.0333159847,19.3600485169,E,GALAXY
16637,123.289054878,54.124843718,H,GALAXY
17512,122.1492385894,18.5421788239,B,STAR
9608,0.110081073,28.0909173894,J,QUASAR
2578,59.0533632209,-6.9614313393,J,STAR
8861,213.3580340519,43.8629251675,I,QUASAR
3680,158.690770694,47.30417548,D,GALAXY
7282,256.2796049451,21.6237626823,G,GALAXY
17116,228.4591810576,47.5272703724,I,GALAXY
9632,143.4741570963,43.0240416213,D,GALAXY
10932,121.1162530125,10.176377259,B,GALAXY
8080,279.4819315176,40.8661123391,G,STAR
12241,218.1894151324,13.5154517721,E,GALAXY
13602,156.2746687451,15.6681693556,B,GALAXY
2353,195.9752076039,-1.7615770947,F,GALAXY
15711,139.8621425395,29.1934647993,D,GALAXY
17585,141.5893866001,10.1209386649,B,STAR
3678,161.9096780596,5.6817157452,F,STAR
12607,109.5801553548,37.6365057516,H,STAR
7174,30.7123766928,16.2102722652,J,GALAXY
4514,172.597478318,20.5527222895,F,GALAXY
